record_id,title,year,publisher,url,stakeholder_group_proxy,stakeholder_confidence,stakeholder_method,stakeholder_score_government,stakeholder_score_investor,stakeholder_score_community,stakeholder_score_labour,stakeholder_score_NGO,stance_a_label,stance_a_score,stance_a_positive_sentences,stance_a_negative_sentences,stance_b_label,stance_b_score,stance_b_positive_sentences,stance_b_negative_sentences,draft_reconstructed_label,annotation_confidence,needs_review,review_reason,positive_cue_families,negative_cue_families,final_reconstructed_label,final_label_method,adjudication_score,pass1_stakeholder_group_proxy,pass1_stakeholder_confidence,pass1_stakeholder_method,final_stakeholder_group,final_stakeholder_status,final_stakeholder_method,final_stakeholder_confidence,third_pass_score_government,third_pass_score_investor,third_pass_score_community,third_pass_score_labour,third_pass_score_NGO
EXP-NGO-006,Carrying the Costs: Human rights impacts in communities affected by platinum mining in South Africa,2018,Swedwatch with Bench Marks Foundation,https://www.bench-marks.org.za/wp-content/uploads/2021/02/carrying_the_costs.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.75031,33,71,0,-3.90879,10,50,0,0.9318,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-008,SERI to represent AMCU at the Marikana Commission,2012,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/stories/seri_mediastatement_amcu_14sep12.pdf,labour,1.0000,document_author_group,0.000,0.000,0.000,10.000,0.000,0,-0.69315,0,1,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.415890,labour,1.0000,document_author_group,labour,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-009,Civil Society Statement Regarding the Killings at Marikana: A Demand for Justice and Truth,2012,SERI and South African civil-society organisations,https://www.seri-sa.org/images/stories/marikana_civil_society_statement_13_september_2012_.pdf,NGO,0.3137,dominant_voice_proxy,3.500,1.400,2.450,1.750,5.100,0,-3.14243,2,21,0,-4.32843,2,18,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,NGO,0.3137,dominant_voice_proxy,NGO,resolved,pass1_retained_sufficient_confidence,0.3137,,,,,
EXP-NGO-011,Families of Marikana deceased demand payment from SAPS,2013,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/stories/Marikana_damages_pressrelease_28Feb13_final.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.19722,0,8,0,-2.64575,0,7,0,0.9686,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-013,Families of slain Marikana miners want the truth about massacre to be revealed,2020,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/SERI_Statement-Marikana_families_want_the_truth_revealed.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-3.09591,0,6,0,-3.73607,0,5,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-014,"Eight years since Marikana, the brutality and lack of accountability continues",2020,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/SERI_Press_statement_Marikana_8th_anniversary_FINAL.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.39790,0,10,0,-2.82843,0,8,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-015,SERI commemorates the 9th anniversary of the Marikana massacre,2021,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/index.php/more-news/1185-advocacy-seri-commemorates-the-9th-anniversary-of-the-marikana-massacre-15-september-2021,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-3.16490,1,14,0,-5.24166,0,14,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-016,Ten years since the Marikana massacre,2022,Socio-Economic Rights Institute of South Africa,https://seri-sa.org/images/SERI_Press_statement__10_years_since_Marikana_FINAL.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-3.85805,0,14,0,-4.66228,0,10,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-017,11 years later: The victims of the Marikana Massacre still await justice,2023,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/Final_SERI_Press_statement__Marikana_11th_anniversary.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.65408,3,17,0,-3.69134,2,13,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-018,Marikana: Response to Solicitor General's Media Briefing,2023,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/FINAL_SERI_Press_statement__Marikana_claims_2023_20230818.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.53900,6,11,0,-0.59236,5,8,0,0.2263,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-019,South Africa: Marikana mine killings inquiry must be robust and visibly impartial,2012,Amnesty International,https://www.amnesty.org.uk/knowledge-hub/all-resources/south-africa-marikana-mine-killings-inquiry-must-be-robust-and-visibly-impartial/,government,0.8619,dominant_voice_proxy,18.100,2.500,0.350,0.000,0.000,0,-2.65408,1,8,0,-2.53528,2,6,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,government,0.8619,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.8619,,,,,
EXP-NGO-020,South Africa: Unlawful force and the pattern of concealment: Barriers to accountability for the killings at Marikana,2014,Amnesty International,https://www.amnesty.org/en/wp-content/uploads/2023/05/AFR530042014ENGLISH.pdf,government,0.8365,dominant_voice_proxy,60.250,9.850,2.100,6.650,1.400,0,-3.49181,4,51,0,-7.28233,1,46,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,government,0.8365,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.8365,,,,,
EXP-NGO-021,South Africa: President Zuma must urgently make Marikana findings public,2015,Amnesty International,https://www.amnesty.org/en/latest/news/2015/03/south-africa-president-zuma-marikana-findings/,government,0.7069,dominant_voice_proxy,14.500,3.900,3.200,4.250,0.000,0,-2.07944,1,15,0,-3.74166,0,14,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.7069,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.7069,,,,,
EXP-NGO-022,South Africa: Marikana Commission Report only partly addresses accountability leaving families with a long struggle for closure,2015,Amnesty International,https://www.amnesty.org/en/wp-content/uploads/2023/06/AFR5321112015ENGLISH.pdf,community,1.0000,document_author_group,0.000,0.000,10.000,0.000,0.000,0,-1.73460,2,16,0,-2.58579,2,16,0,0.8641,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,community,1.0000,document_author_group,community,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-023,South Africa: Suspend those behind the Marikana killings and subsequent cover-up,2015,Amnesty International,https://www.amnesty.org/en/latest/news/2015/08/south-africa-suspend-those-behind-the-marikana-killings-and-subsequent-cover-up/,government,0.9071,dominant_voice_proxy,11.300,0.350,1.050,0.700,0.000,0,-3.45259,0,9,0,-4.32843,0,8,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,government,0.9071,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.9071,,,,,
EXP-NGO-024,Families request Marikana Report be released by Friday,2015,SERI / Legal Resources Centre,https://seri-sa.org/images/Marikana_PressStatement_27May15_FINAL.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.69315,0,1,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.415890,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-025,Families of Marikana mineworkers file civil claims against Government,2015,SERI / Legal Resources Centre / Wits Law Clinic,https://seri-sa.org/images/Marikana_PressStatement.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.98083,2,7,0,-0.82185,2,5,0,0.3605,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-026,Constitutional Court dismisses Legal Aid appeal,2015,Socio-Economic Rights Institute of South Africa,https://seri-sa.org/images/MagidiwanaCCPress.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.69315,0,1,0,-1.00000,0,1,0,0.3386,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-027,Marikana families left in the dark despite President’s assurances to the media,2015,Socio-Economic Rights Institute of South Africa,https://seri-sa.org/images/MarikanaSettlements.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,1,0.51083,4,2,1,0.41421,2,1,1,0.1850,false,computational_readings_agree,,,1,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-028,SERI stands by claims for damages made by the deceased miners' families against the state,2021,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/SERI_Press_statement__Marikana_Claims_FINAL.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-1.02962,4,13,0,-1.73205,3,12,0,0.5523,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-029,Marikana Massacre 9th Commemoration,2021,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/FINAL_SERI_Press_statement__Marikana_9th_Commemoration.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-4.04037,0,17,0,-5.37298,0,15,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-NGO-030,SERI welcomes the release of the Marikana Panel of Experts Report on Policing and Crowd Management,2021,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/SERI_Press_statement-Panel_of_Experts_report_-_FINAL.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.30259,0,9,0,-2.82843,0,8,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
NGO-SAT-001,Update on the Criminal Proceedings against the police for the killing of 37 Miners on 13 & 16 August 2012,2018,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/index.php/more-news/822-marikana-update-on-the-criminal-proceedings-against-the-police-for-the-killing-of-37-miners-on-13-16-august-2012-13-august-2018,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-3.63491,0,11,0,-4.66228,0,10,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
NGO-SAT-002,Mining Forum of South Africa and another v Minister of Mineral Resources and others,2019,High Court of South Africa / CER legal archive,https://cer.org.za/virtual-library/judgments/high-courts/mining-forum-of-south-africa-and-another-v-minister-of-mineral-resources-and-others,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-0.69315,1,3,0,-1.73205,0,3,0,0.4850,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
NGO-SAT2-001,Full Disclosure: The Truth about Corporate Environmental Compliance in South Africa,2015,Centre for Environmental Rights,https://fulldisclosure.cer.org.za/2015/download/CER-Full-Disclosure.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.00148,64,480,0,-12.64922,26,315,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
SERI-SAT2-001,Department of Justice is Misleading the Public about Marikana Families,2012,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/stories/press_statement_marikana_28oct12.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-0.69315,0,1,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.415890,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
SERI-SAT2-002,SERI to seek international scrutiny of police action by the Marikana Commission of Inquiry,2012,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/stories/marikana_pressrelease_10oct12.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-1.09861,0,2,1,0.00000,0,0,,0.2197,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.659166,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
SERI-SAT2-003,Families to make closing arguments before the Marikana Commission,2014,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/Marikana_press_statement_10Nov14.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.04769,3,30,0,-3.06378,3,23,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
SERI-SAT2-004,Marikana legal funding: correcting inaccurate reports,2014,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/Marikana_PressStatement_20Jul14.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-1.09861,0,2,0,-1.00000,0,1,0,0.4197,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates__EXP-OFFICIAL-001,David Bruce Submissions to the Marikana Commission,2014,David Bruce / Marikana Commission,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-DaveBruce.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-2.13351,17,151,0,-4.36170,21,80,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates__EXP-OFFICIAL-002,Mabelane Fundi Heads of Argument,2014,Mabelane Fundi / Marikana Commission,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-MabelaneFundi.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,0,-3.44468,2,93,0,-8.21954,1,85,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,1.0000,document_author_group,government,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates__EXP-OFFICIAL-003,How can the South African Police Service prevent another Marikana?,2014,Gareth Newham / Institute for Security Studies,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Newham.pdf,government,0.9447,dominant_voice_proxy,31.650,1.750,1.050,0.350,0.000,0,-1.29928,2,10,0,-2.23607,0,5,0,0.7071,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,government,0.9447,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.9447,,,,,
expanded_official_candidates__EXP-OFFICIAL-004,Explaining violence in strikes,2014,Crispen Chinguno / SWOP,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Chinguno.pdf,labour,0.5947,dominant_voice_proxy,3.850,1.050,0.000,9.500,0.000,0,-4.19712,2,19,0,-5.10555,0,13,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike | violence,0,pass1_independent_readings_agree,,labour,0.5947,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.5947,,,,,
expanded_official_candidates__EXP-OFFICIAL-005,Strike Violence: An Alternative Avenue,2014,Edward Webster / SWOP,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Webster.pdf,labour,0.6592,dominant_voice_proxy,5.300,4.950,0.700,15.550,0.000,0,-4.29243,2,21,0,-5.85890,0,19,0,1.0000,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike | violence,0,pass1_independent_readings_agree,,labour,0.6592,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.6592,,,,,
expanded_official_candidates__EXP-OFFICIAL-006,Understanding the causes and re-thinking the future post the strike wave,2014,Gavin Hartford,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Hartford.pdf,labour,0.1667,dominant_voice_proxy,1.400,3.500,1.050,4.200,0.000,0,-1.99730,2,6,0,-2.08579,2,4,0,0.8166,false,computational_readings_agree,,(?:strike|protest|unrest|industrial action) | strike,0,pass1_independent_readings_agree,,labour,0.1667,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.1667,,,,,
expanded_official_candidates__EXP-OFFICIAL-009,Resolving labour tensions in African mining – the effective regulation of industrial democracy,2014,John Brand,https://www.justice.gov.za/comm-mrk/docs/20140331-SeminarPhase02-SAIIA-Roundtable.pdf,labour,1.0000,dominant_voice_proxy,0.000,0.000,0.000,6.650,0.000,1,0.00000,4,4,0,-1.73205,0,3,,0.2309,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.692820,labour,1.0000,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates__EXP-OFFICIAL-010,Post-apartheid Trade Union Role and Weaknesses,2014,Sakhela Buhlungu / University of Cape Town,https://www.justice.gov.za/comm-mrk/docs/20140331-SeminarPhase02-UCT.pdf,labour,1.0000,document_author_group,0.000,0.000,0.000,10.000,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.1333,true,stance_readings_disagree_or_low_margin,,,0,third_computational_adjudication_clear_margin,-0.400000,labour,1.0000,document_author_group,labour,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates__EXP-OFFICIAL-011,Opening Statement on behalf of the families of 21 striking miners killed on 16 August 2012,2012,Counsel for the Families / SERI archive,https://www.seri-sa.org/images/stories/marikana_opening_submissions_final.pdf,community,1.0000,document_author_group,0.000,0.000,10.000,0.000,0.000,0,-3.30948,2,25,0,-4.35890,0,19,0,1.0000,false,computational_readings_agree,,kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,community,1.0000,document_author_group,community,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-OFFICIAL-013,Lepaaku and Baloyi Families Written Submissions,2014,Lepaaku and Baloyi Families / SERI archive,https://www.seri-sa.org/images/Lepaaku_Baloyi_Heads.pdf,community,1.0000,document_author_group,0.000,0.000,10.000,0.000,0.000,0,-3.21888,7,199,0,-11.70066,2,172,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,community,1.0000,document_author_group,community,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
expanded_official_candidates_batch2__EXP-OFFICIAL-011,Submission by CASAC to the Marikana Commission of Inquiry,2013,Council for the Advancement of the South African Constitution (CASAC) / Marikana Commission,https://justice.gov.za/comm-mrk/exhibits/Exhibit-FFF-17.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-2.92077,8,166,0,-8.61203,3,107,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,NGO,1.0000,document_author_group,NGO,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
EXP-OFFICIAL-015,Monene Family Heads of Argument,2014,Monene Family / Marikana Commission,https://www.seri-sa.org/images/Monene_Heads.pdf,community,1.0000,document_author_group,0.000,0.000,10.000,0.000,0.000,0,-2.26003,11,114,0,-9.69536,0,94,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,community,1.0000,document_author_group,community,resolved,pass1_retained_sufficient_confidence,1.0000,,,,,
DISC-MEDIA-0001,Lonmins Killing Fields,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-14-lonmins-killing-fields/,labour,0.6488,dominant_voice_proxy,10.300,13.450,2.850,38.300,0.000,0,-3.54790,1,21,0,-5.10555,0,13,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | kill(?:ed|ing|ings)?,0,pass1_independent_readings_agree,,labour,0.6488,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.6488,,,,,
DISC-MEDIA-0002,Lonmin Mining Crisis Precarious Balance No Solution In Sight,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-15-lonmin-mining-crisis-precarious-balance-no-solution-in-sight/,investor,0.0742,dominant_voice_proxy,8.550,28.300,2.500,26.200,0.000,0,-2.63906,0,13,0,-2.44949,0,6,0,1.0000,true,stakeholder_voice_low_confidence,,,0,pass1_independent_readings_agree,,investor,0.0742,dominant_voice_proxy,investor,resolved,third_pass_unique_headline_subject,0.9500,0.000,1.000,0.000,0.000,0.000
DISC-MEDIA-0003,Beyond The Chaos At Marikana The Search For The Real Issues,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-17-beyond-the-chaos-at-marikana-the-search-for-the-real-issues/,labour,0.6764,dominant_voice_proxy,3.900,8.850,5.700,27.350,0.000,0,-1.79176,1,11,0,-2.82843,0,8,0,0.9240,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.6764,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.6764,,,,,
DISC-MEDIA-0004,Reporters Notebook Wonderkop Marikana Friday 17Th,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-17-reporters-notebook-wonderkop-marikana-friday-17th/,labour,0.3883,dominant_voice_proxy,8.850,8.900,5.800,14.550,0.000,0,-2.63906,0,13,0,-3.31662,0,11,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.3883,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.3883,,,,,
DISC-MEDIA-0005,Lonmin The Unacceptable Face Of Capitalism,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-20-lonmin-the-unacceptable-face-of-capitalism/,investor,0.7284,dominant_voice_proxy,4.250,15.650,0.700,3.550,0.000,0,-2.48491,0,11,0,-3.31662,0,11,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,investor,0.7284,dominant_voice_proxy,investor,resolved,pass1_retained_sufficient_confidence,0.7284,,,,,
DISC-MEDIA-0006,Marikana Massacre Global Medias Focus On Tripartite Failures And The Growing Class Divide,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-20-marikana-massacre-global-medias-focus-on-tripartite-failures-and-the-growing-class-divide/,labour,0.1232,dominant_voice_proxy,8.500,15.300,0.000,17.450,0.000,0,-4.86495,0,12,0,-6.16228,0,10,0,1.0000,false,computational_readings_agree,,(?:failed|failure|non[- ]compliance|breach|neglect|shortcoming) | (?:massacre|killings?|shootings?|deaths?|torture) | failed|failure | massacre,0,pass1_independent_readings_agree,,labour,0.1232,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.1232,,,,,
DISC-MEDIA-0007,Outrage At Marikana Massacre Grows Around The World,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-20-outrage-at-marikana-massacre-grows-around-the-world/,government,0.5859,dominant_voice_proxy,12.800,3.550,0.000,5.300,0.000,0,-3.85805,0,14,0,-5.24166,0,14,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre,0,pass1_independent_readings_agree,,government,0.5859,dominant_voice_proxy,government,resolved,pass1_retained_sufficient_confidence,0.5859,,,,,
DISC-MEDIA-0309,Marikana Lonmins Disquiet And The Fight For Manhood,2012,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-08-20-marikana-lonmins-disquiet-and-the-fight-for-manhood/,labour,0.8968,dominant_voice_proxy,0.700,2.100,0.350,20.350,0.000,0,-1.20397,2,9,0,-2.82843,0,8,0,0.8065,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.8968,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.8968,,,,,
DISC-MEDIA-0310,The Lonmin Shootings Could Knobble Cosatu Be Afraid,2012,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-08-20-the-lonmin-shootings-could-knobble-cosatu-be-afraid/,labour,0.4812,dominant_voice_proxy,0.700,8.950,0.000,17.250,0.000,0,-2.61634,2,12,0,-4.66228,0,10,0,1.0000,false,computational_readings_agree,,(?:massacre|killings?|shootings?|deaths?|torture) | shoot(?:ing|ings)?,0,pass1_independent_readings_agree,,labour,0.4812,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.4812,,,,,
DISC-MEDIA-0008,Analysis A Tough Future For Both Lonmin And Its Metal,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-21-analysis-a-tough-future-for-both-lonmin-and-its-metal/,investor,0.1142,dominant_voice_proxy,4.250,23.200,0.700,20.550,0.000,0,-1.54045,2,13,0,-3.31662,0,11,0,0.9714,true,stakeholder_voice_low_confidence,,,0,pass1_independent_readings_agree,,investor,0.1142,dominant_voice_proxy,investor,resolved,third_pass_unique_headline_subject,0.9500,0.000,1.000,0.000,0.000,0.000
DISC-MEDIA-0009,Marikana Where Is The Anc,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-21-marikana-where-is-the-anc/,labour,0.6999,dominant_voice_proxy,11.400,4.250,11.750,39.150,0.000,0,-2.01490,1,14,0,-3.00000,0,9,0,1.0000,false,computational_readings_agree,,,0,pass1_independent_readings_agree,,labour,0.6999,dominant_voice_proxy,labour,resolved,pass1_retained_sufficient_confidence,0.6999,,,,,
