record_id,stakeholder_group,variant,criterion,matched_sentences,distinct_families,relevant
expanded_media_candidates_batch1__EXP-MEDIA-022,government,primary_preregistered,Local Employment,14,2,true
expanded_media_candidates_batch1__EXP-MEDIA-022,government,primary_preregistered,Community Infrastructure,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,employment_strict,Community Infrastructure,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-022,government,finance_broad_employment_strict,Community Infrastructure,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,Local Employment,23,9,true
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,primary_preregistered,Community Infrastructure,5,4,true
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,Local Employment,1,2,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,employment_strict,Community Infrastructure,5,4,true
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,NPV,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,Local Employment,1,2,false
expanded_media_candidates_batch1__EXP-MEDIA-023,labour,finance_broad_employment_strict,Community Infrastructure,5,4,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,NPV,2,2,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,Local Employment,6,4,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,primary_preregistered,Community Infrastructure,2,3,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,NPV,2,2,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,NPV,2,2,true
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_02__EXP-MEDIA-051,investor,finance_broad_employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,NPV,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,Local Employment,8,5,true
expanded_media_candidates_02__EXP-MEDIA-052,investor,primary_preregistered,Community Infrastructure,7,5,true
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,NPV,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,employment_strict,Community Infrastructure,7,5,true
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,NPV,1,1,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_02__EXP-MEDIA-052,investor,finance_broad_employment_strict,Community Infrastructure,7,5,true
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,Local Employment,4,3,true
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,primary_preregistered,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-032,labour,finance_broad_employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,Local Employment,10,5,true
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,primary_preregistered,Community Infrastructure,3,4,true
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,employment_strict,Community Infrastructure,3,4,true
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-033,labour,finance_broad_employment_strict,Community Infrastructure,3,4,true
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,Local Employment,2,2,true
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,primary_preregistered,Community Infrastructure,12,5,true
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,employment_strict,Community Infrastructure,12,5,true
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,NPV,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-038,investor,finance_broad_employment_strict,Community Infrastructure,12,5,true
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,IRR,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,Local Employment,16,5,true
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,primary_preregistered,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,IRR,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,NPV,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,IRR,2,2,true
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-035,labour,finance_broad_employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,Local Employment,5,4,true
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,primary_preregistered,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,NPV,5,2,true
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,IRR,1,1,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-037,investor,finance_broad_employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,Local Employment,10,3,true
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,primary_preregistered,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-041,labour,finance_broad_employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,Local Employment,5,4,true
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,primary_preregistered,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-042,labour,finance_broad_employment_strict,Community Infrastructure,3,3,true
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,primary_preregistered,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch1__EXP-MEDIA-044,investor,finance_broad_employment_strict,Community Infrastructure,2,3,true
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,Local Employment,4,2,true
expanded_media_candidates_batch2__EXP-MEDIA-045,community,primary_preregistered,Community Infrastructure,7,4,true
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,employment_strict,Community Infrastructure,7,4,true
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-045,community,finance_broad_employment_strict,Community Infrastructure,7,4,true
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,Market Stability,1,1,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,Local Employment,14,3,true
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,primary_preregistered,Community Infrastructure,17,5,true
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,Market Stability,1,1,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,employment_strict,Community Infrastructure,17,5,true
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,NPV,1,1,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,Market Stability,1,1,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-046,investor,finance_broad_employment_strict,Community Infrastructure,17,5,true
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,Local Employment,10,4,true
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,primary_preregistered,Community Infrastructure,2,4,true
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,employment_strict,Community Infrastructure,2,4,true
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,NPV,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,IRR,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,Geological Feasibility,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,Market Stability,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,Local Employment,0,0,false
expanded_media_candidates_batch2__EXP-MEDIA-052,labour,finance_broad_employment_strict,Community Infrastructure,2,4,true
EXP-MEDIA-053,community,primary_preregistered,NPV,0,0,false
EXP-MEDIA-053,community,primary_preregistered,IRR,0,0,false
EXP-MEDIA-053,community,primary_preregistered,Geological Feasibility,0,0,false
EXP-MEDIA-053,community,primary_preregistered,Market Stability,0,0,false
EXP-MEDIA-053,community,primary_preregistered,Local Employment,2,2,true
EXP-MEDIA-053,community,primary_preregistered,Community Infrastructure,2,2,true
EXP-MEDIA-053,community,employment_strict,NPV,0,0,false
EXP-MEDIA-053,community,employment_strict,IRR,0,0,false
EXP-MEDIA-053,community,employment_strict,Geological Feasibility,0,0,false
EXP-MEDIA-053,community,employment_strict,Market Stability,0,0,false
EXP-MEDIA-053,community,employment_strict,Local Employment,0,0,false
EXP-MEDIA-053,community,employment_strict,Community Infrastructure,2,2,true
EXP-MEDIA-053,community,finance_broad_employment_strict,NPV,1,1,false
EXP-MEDIA-053,community,finance_broad_employment_strict,IRR,0,0,false
EXP-MEDIA-053,community,finance_broad_employment_strict,Geological Feasibility,0,0,false
EXP-MEDIA-053,community,finance_broad_employment_strict,Market Stability,0,0,false
EXP-MEDIA-053,community,finance_broad_employment_strict,Local Employment,0,0,false
EXP-MEDIA-053,community,finance_broad_employment_strict,Community Infrastructure,2,2,true
EXP-MEDIA-054,government,primary_preregistered,NPV,0,0,false
EXP-MEDIA-054,government,primary_preregistered,IRR,0,0,false
EXP-MEDIA-054,government,primary_preregistered,Geological Feasibility,0,0,false
